hrs_index,order_hour,order_date_of_month,dow,orders,delivery_fee,restaurant_id,food_price,is_coupon_used,is_bkk,is_chain_res,is_main_dish,CASH,LINEMAN_CREDIT_CARD,RLP,L,M,S,cooking_time_in_seconds_trf,delivery_time_in_seconds_trf,total_time_waiting,%_coupon_used
2084,20,26,3,20,10.0,16,105.0,2,7,2,15,17,1,2,5,8,7,701.0,612.0,1357.5,0.1
2085,21,26,3,10,0.0,8,69.0,0,4,0,9,10,0,0,2,3,5,509.5,376.5,853.5,0.0
2086,22,26,3,11,0.0,8,90.0,0,3,0,9,9,0,2,0,5,6,672.0,337.0,968.0,0.0
2087,23,26,3,5,0.0,5,104.0,0,1,0,4,5,0,0,1,3,1,576.0,407.0,1134.0,0.0
2089,1,27,4,1,0.0,1,100.0,0,1,0,1,0,0,1,0,1,0,861.0,286.0,1147.0,0.0
2092,4,27,4,1,20.0,1,120.0,0,1,0,1,1,0,0,0,1,0,553.0,1052.0,1605.0,0.0
2094,6,27,4,3,0.0,1,110.0,0,3,0,3,3,0,0,0,0,3,377.0,348.0,725.0,0.0
2095,7,27,4,6,10.0,5,110.0,0,2,0,5,6,0,0,0,0,6,663.5,646.0,1327.0,0.0
2096,8,27,4,12,10.0,9,125.0,0,8,3,6,7,1,4,2,2,8,734.0,830.0,1590.0,0.0
2097,9,27,4,17,10.0,13,111.0,1,12,1,12,13,2,2,3,3,11,473.0,513.0,1001.0,0.058823529411764705
2098,10,27,4,34,10.0,24,127.5,6,18,1,29,26,1,7,11,6,17,586.0,511.0,1203.0,0.17647058823529413
2099,11,27,4,55,10.0,32,150.0,3,27,9,50,48,1,6,15,12,28,745.0,560.0,1235.0,0.05454545454545454
2100,12,27,4,55,10.0,36,130.0,6,29,9,37,48,1,6,16,17,22,582.5,540.0,1220.0,0.10909090909090909
2101,13,27,4,35,10.0,25,140.0,2,18,8,25,27,1,7,7,6,22,709.0,542.0,1254.0,0.05714285714285714
2102,14,27,4,23,10.0,18,110.0,5,12,3,18,22,0,1,3,6,14,644.0,426.0,1170.0,0.21739130434782608
2103,15,27,4,25,10.0,20,101.0,3,14,3,15,24,0,1,8,7,10,632.0,499.0,1273.0,0.12
2104,16,27,4,20,10.0,19,130.0,3,14,2,14,17,2,1,3,5,12,744.5,616.0,1255.5,0.15
2105,17,27,4,20,0.0,16,89.5,2,9,3,15,18,0,2,5,7,8,601.0,513.5,1260.0,0.1
2106,18,27,4,33,0.0,24,120.0,2,15,5,25,29,2,2,11,10,12,913.0,450.0,1333.0,0.06060606060606061
2107,19,27,4,28,10.0,20,124.0,1,7,2,25,27,0,1,7,4,17,603.5,461.5,1147.0,0.03571428571428571
2108,20,27,4,25,10.0,16,120.0,2,8,3,21,23,0,2,4,8,13,705.0,425.0,1160.0,0.08
2109,21,27,4,14,10.0,11,95.0,0,5,0,13,13,0,1,2,4,8,655.5,454.5,1241.0,0.0
2110,22,27,4,9,0.0,8,75.0,0,0,0,7,9,0,0,2,3,4,629.0,487.0,1200.0,0.0
2111,23,27,4,8,10.0,5,90.0,0,1,0,8,8,0,0,3,2,3,585.5,445.5,1159.0,0.0
2112,0,28,5,6,15.0,4,102.5,0,1,0,5,6,0,0,4,2,0,710.0,560.0,1195.0,0.0
2113,1,28,5,1,10.0,1,100.0,0,1,0,1,1,0,0,0,1,0,939.0,541.0,1480.0,0.0
2118,6,28,5,2,10.0,1,125.0,0,2,0,2,2,0,0,0,0,2,528.5,783.0,1311.5,0.0
2119,7,28,5,6,15.0,4,117.5,0,3,0,5,4,0,2,1,0,5,784.0,759.5,1552.0,0.0
2120,8,28,5,11,10.0,9,150.0,1,6,2,8,9,0,2,1,3,7,638.0,491.0,1436.0,0.09090909090909091
2121,9,28,5,16,10.0,12,147.5,3,12,3,11,15,1,0,5,4,7,672.0,695.5,1295.0,0.1875
2122,10,28,5,41,10.0,23,130.0,4,24,4,29,33,1,7,12,7,22,642.0,439.0,1291.0,0.0975609756097561
2123,11,28,5,40,10.0,21,120.0,8,19,1,35,38,1,1,11,16,13,629.5,444.0,1121.0,0.2
2124,12,28,5,37,0.0,28,100.0,2,26,6,32,27,2,8,14,9,14,627.0,429.0,1182.0,0.05405405405405406
2125,13,28,5,24,10.0,21,126.985,4,12,3,13,19,2,3,4,6,14,626.5,594.0,1182.5,0.16666666666666666
2126,14,28,5,25,10.0,18,104.0,3,12,5,13,23,0,2,6,7,12,698.5,443.0,1225.5,0.12
2127,15,28,5,18,10.0,16,102.5,7,10,2,8,16,0,2,3,3,12,594.5,515.0,1054.0,0.3888888888888889
2128,16,28,5,16,10.0,16,112.5,0,8,4,11,15,0,1,5,5,6,858.5,530.0,1396.5,0.0
2129,17,28,5,30,0.5,16,110.5,2,6,1,24,29,1,0,8,6,16,640.0,567.5,1246.0,0.06666666666666667
2130,18,28,5,34,0.5,27,119.5,5,10,3,25,27,3,4,12,8,14,857.0,419.5,1390.0,0.14705882352941177
2131,19,28,5,26,0.0,19,112.5,1,8,1,21,22,2,2,8,6,12,561.0,469.0,1131.0,0.038461538461538464
2132,20,28,5,21,0.0,14,108.0,1,8,0,20,13,2,6,6,3,12,746.0,487.0,1233.0,0.047619047619047616
2133,21,28,5,23,10.0,13,120.0,0,11,0,20,22,0,1,3,7,13,704.0,466.0,1149.0,0.0
2134,22,28,5,17,10.0,10,99.0,3,6,0,14,16,1,0,5,3,9,583.0,478.0,1118.5,0.17647058823529413
2135,23,28,5,15,10.0,9,70.0,1,4,0,13,15,0,0,5,4,6,738.0,543.0,1252.0,0.06666666666666667
2136,0,29,6,1,10.0,1,65.0,0,0,0,1,1,0,0,1,0,0,412.0,442.0,854.0,0.0
2137,1,29,6,2,5.0,1,90.0,0,2,0,2,1,0,1,0,2,0,964.0,480.5,1444.5,0.0
2142,6,29,6,3,20.0,2,150.0,0,3,1,2,2,1,0,1,0,2,626.0,428.0,1429.0,0.0
2143,7,29,6,3,0.0,2,50.0,0,1,0,3,2,0,1,0,0,3,550.0,198.0,1041.0,0.0
2144,8,29,6,14,10.0,6,122.5,1,7,0,12,10,0,4,0,1,13,748.5,434.0,1402.0,0.07142857142857142
2145,9,29,6,20,0.0,13,117.5,1,13,2,16,17,1,2,4,2,14,491.0,458.0,1081.0,0.05
2146,10,29,6,45,10.0,29,140.0,7,28,5,39,40,1,4,18,8,19,725.0,515.0,1392.0,0.15555555555555556
2147,11,29,6,54,10.0,35,139.0,3,32,8,43,45,1,8,11,17,26,635.0,437.5,1236.0,0.05555555555555555
2148,12,29,6,50,10.0,29,122.5,3,23,2,41,45,1,4,7,6,37,788.5,525.5,1327.0,0.06
2149,13,29,6,39,10.0,28,119.0,4,17,9,31,34,0,5,9,14,16,696.0,476.0,1261.0,0.10256410256410256
2150,14,29,6,44,0.0,25,120.0,3,21,4,38,37,2,5,11,11,22,644.0,426.5,1233.0,0.06818181818181818
2151,15,29,6,29,10.0,21,130.0,2,14,4,20,25,2,2,7,10,12,741.0,615.0,1386.0,0.06896551724137931
2152,16,29,6,30,10.0,23,178.5,2,11,7,24,24,3,3,8,8,14,780.0,622.0,1447.0,0.06666666666666667
2153,17,29,6,35,1.0,26,110.0,5,14,1,31,31,1,3,8,4,23,934.0,468.0,1420.0,0.14285714285714285
2154,18,29,6,26,0.0,19,182.5,0,9,3,17,17,2,7,8,6,12,888.5,508.0,1524.5,0.0
2155,19,29,6,17,10.0,16,135.0,2,6,1,14,15,0,2,4,4,9,639.0,626.0,1268.0,0.11764705882352941
2156,20,29,6,22,10.0,14,115.0,2,8,1,19,21,0,1,3,11,8,565.0,616.5,1148.0,0.09090909090909091
2157,21,29,6,20,10.0,11,115.0,0,2,0,16,16,1,3,7,5,8,634.0,493.0,1110.5,0.0
2158,22,29,6,17,10.0,7,90.0,0,6,0,15,16,0,1,4,6,7,658.0,513.0,1084.0,0.0
2159,23,29,6,12,10.0,5,73.5,0,1,0,10,10,0,2,5,3,4,523.5,686.0,1178.5,0.0
2160,0,30,0,2,5.0,2,160.0,0,1,0,2,2,0,0,1,1,0,980.0,310.0,1290.0,0.0
2163,3,30,0,1,20.0,1,60.0,0,1,0,1,1,0,0,0,1,0,402.0,682.0,1084.0,0.0
2166,6,30,0,2,10.0,1,100.0,0,2,0,2,1,0,1,0,0,2,273.5,447.0,720.5,0.0
2167,7,30,0,8,10.0,5,100.0,0,6,2,6,7,0,1,3,0,5,660.5,598.0,1252.0,0.0
2168,8,30,0,9,10.0,7,160.0,0,6,3,5,8,0,1,5,0,4,972.0,538.0,1349.0,0.0
2169,9,30,0,13,10.0,8,100.0,1,1,0,11,11,1,1,3,2,8,579.0,391.0,1012.0,0.07692307692307693
2170,10,30,0,35,10.0,23,155.0,5,18,4,26,30,1,4,9,11,15,705.5,515.0,1594.0,0.14285714285714285
2171,11,30,0,43,10.0,28,110.0,4,21,3,33,38,3,2,18,8,17,724.0,460.0,1217.0,0.09302325581395349
2172,12,30,0,53,10.0,28,135.0,3,24,4,42,43,3,7,14,12,27,653.0,456.0,1169.0,0.05660377358490566
2173,13,30,0,34,0.0,22,135.0,1,18,5,25,29,1,4,13,7,14,708.5,509.5,1183.0,0.029411764705882353
2174,14,30,0,31,10.0,22,100.0,4,12,4,17,29,0,2,3,7,21,809.0,472.0,1171.0,0.12903225806451613
2175,15,30,0,28,10.0,20,136.5,7,12,1,23,24,1,3,7,7,14,659.0,478.5,1258.0,0.25
2176,16,30,0,36,10.0,29,127.5,5,18,3,29,27,1,8,9,6,21,546.0,501.0,1166.0,0.1388888888888889
2177,17,30,0,50,10.0,32,157.5,15,24,5,32,45,1,4,11,12,27,807.0,586.5,1449.0,0.3
2178,18,30,0,59,10.0,36,150.0,10,33,4,42,54,3,2,13,14,32,1134.0,590.0,1740.5,0.1694915254237288
2179,19,30,0,32,0.0,24,124.75,1,12,1,27,31,1,0,8,6,18,718.0,384.5,1148.0,0.03125
2180,20,30,0,22,10.0,16,124.0,3,5,1,17,20,1,1,4,4,14,777.5,446.5,1153.5,0.13636363636363635
2181,21,30,0,21,0.0,13,100.0,0,6,0,17,20,0,1,8,3,10,862.0,488.0,1297.0,0.0
2182,22,30,0,7,0.0,6,130.0,0,4,0,5,6,0,1,4,2,1,656.0,368.0,1074.0,0.0
2183,23,30,0,8,7.5,6,75.0,1,4,0,7,8,0,0,2,5,1,748.0,246.0,1031.0,0.125
2184,0,31,1,2,5.0,2,77.5,0,0,0,2,2,0,0,2,0,0,624.0,400.0,1024.0,0.0
2190,6,31,1,2,10.0,1,110.0,0,2,0,2,2,0,0,0,0,2,591.0,545.5,1136.5,0.0
2191,7,31,1,2,5.0,2,120.0,0,2,0,2,2,0,0,0,0,2,776.5,916.5,1693.0,0.0
2192,8,31,1,14,10.0,8,122.5,1,10,1,10,11,1,2,2,1,11,787.0,515.0,1543.5,0.07142857142857142
2193,9,31,1,22,1.0,16,117.5,4,12,3,13,17,3,2,6,4,12,633.0,428.5,1092.0,0.18181818181818182
2194,10,31,1,40,10.0,25,124.5,4,14,0,30,34,2,4,19,8,13,673.0,462.5,1216.0,0.1
2195,11,31,1,68,10.0,37,122.5,8,36,3,58,61,2,5,19,14,35,704.0,497.5,1222.0,0.11764705882352941
2196,12,31,1,51,10.0,29,135.0,8,26,4,43,45,2,4,11,12,28,802.0,482.0,1314.5,0.1568627450980392
2197,13,31,1,43,10.0,25,148.6,9,28,9,25,34,4,5,12,10,21,831.0,503.0,1466.5,0.20930232558139536
2198,14,31,1,41,0.0,27,100.0,5,20,2,27,34,2,5,17,6,18,603.0,391.0,1072.0,0.12195121951219512
2199,15,31,1,28,6.5,22,100.0,4,14,4,18,26,1,1,5,4,19,553.5,519.0,1135.5,0.14285714285714285
2200,16,31,1,25,10.0,19,150.0,3,17,7,21,23,1,1,2,10,13,885.0,639.0,1672.0,0.12
2201,17,31,1,31,10.0,24,160.0,5,14,4,28,28,2,1,11,7,13,961.0,596.0,1549.0,0.16129032258064516
2202,18,31,1,37,10.0,28,120.0,6,16,5,26,34,1,2,12,8,17,793.0,617.0,1588.0,0.16216216216216217
2203,19,31,1,33,10.0,23,100.0,1,11,3,25,31,1,1,10,4,19,646.0,603.0,1274.0,0.030303030303030304
2204,20,31,1,22,10.0,13,99.0,5,12,0,20,21,0,1,9,3,10,803.0,553.5,1356.5,0.22727272727272727
2205,21,31,1,18,5.0,11,77.5,0,9,0,17,16,1,1,5,6,7,684.5,434.0,1216.0,0.0
2206,22,31,1,15,0.0,12,140.0,2,6,0,12,14,0,1,6,4,5,642.0,491.0,1098.0,0.13333333333333333
2207,23,31,1,4,15.0,3,65.5,0,1,0,3,3,0,1,0,2,2,540.5,488.5,1057.5,0.0
2208,0,1,2,7,10.0,3,88.0,0,2,0,5,7,0,0,3,4,0,477.0,482.0,997.0,0.0
2209,1,1,2,3,10.0,2,86.0,0,1,0,1,3,0,0,0,3,0,593.0,242.0,1296.0,0.0
2210,2,1,2,1,0.0,1,100.0,0,1,0,1,1,0,0,0,1,0,871.0,268.0,1139.0,0.0
2211,3,1,2,1,0.0,1,160.0,0,1,0,1,1,0,0,0,1,0,439.0,343.0,782.0,0.0
2215,7,1,2,2,5.0,2,55.0,0,2,0,2,2,0,0,0,0,2,1517.5,664.5,2182.0,0.0
2216,8,1,2,5,0.0,3,104.0,0,3,0,4,5,0,0,0,0,5,476.0,491.0,1186.0,0.0
2217,9,1,2,13,10.0,9,100.0,1,8,1,8,10,2,1,2,3,8,684.0,788.0,1317.0,0.07692307692307693
2218,10,1,2,31,10.0,20,140.0,4,17,3,18,28,2,1,6,5,20,668.5,531.0,1334.5,0.12903225806451613
2219,11,1,2,56,10.0,31,120.0,8,34,3,47,46,2,8,8,9,39,601.0,405.5,1151.0,0.14285714285714285
2220,12,1,2,41,10.0,28,156.0,4,23,7,28,37,1,3,8,11,22,818.0,544.0,1436.0,0.0975609756097561
2221,13,1,2,46,10.0,32,130.0,13,24,5,29,36,3,7,9,9,28,692.0,537.0,1257.0,0.2826086956521739
2222,14,1,2,28,10.0,23,195.0,4,19,6,19,24,1,3,5,7,16,816.0,561.0,1502.0,0.14285714285714285
2223,15,1,2,33,10.0,23,170.0,9,19,2,18,31,2,0,9,3,21,735.0,588.0,1241.0,0.2727272727272727
2224,16,1,2,25,10.0,21,148.0,4,18,5,20,20,1,4,7,7,11,972.0,675.0,1470.0,0.16
2225,17,1,2,29,10.0,18,158.0,3,16,2,24,26,0,3,14,9,6,634.0,608.0,1248.0,0.10344827586206896
2226,18,1,2,33,10.0,25,115.0,5,17,9,26,31,0,2,9,13,11,879.0,731.0,1526.0,0.15151515151515152
2227,19,1,2,33,10.0,24,140.0,0,15,4,29,27,2,4,13,8,12,777.0,556.0,1655.0,0.0
2228,20,1,2,30,10.0,16,125.0,2,8,0,27,27,0,3,7,9,14,918.5,563.0,1520.5,0.06666666666666667
2229,21,1,2,23,10.0,10,80.0,0,2,0,19,21,0,2,8,6,9,650.0,460.0,1110.0,0.0
2230,22,1,2,20,10.0,11,80.0,0,4,0,17,20,0,0,4,7,9,622.0,562.0,1128.5,0.0
2231,23,1,2,14,10.0,6,109.5,1,4,0,13,14,0,0,4,2,8,648.0,483.0,1261.0,0.07142857142857142
2232,0,2,3,2,10.0,1,247.5,0,0,0,2,2,0,0,2,0,0,805.5,561.5,1367.0,0.0
2238,6,2,3,1,0.0,1,100.0,0,1,0,1,1,0,0,0,0,1,740.0,473.0,1213.0,0.0
2239,7,2,3,2,0.0,2,72.5,0,1,0,1,2,0,0,0,1,1,324.5,300.0,624.5,0.0
2240,8,2,3,9,0.0,7,75.0,1,6,2,3,7,0,2,2,1,6,856.0,435.0,1293.5,0.1111111111111111
2241,9,2,3,15,0.0,13,120.0,2,9,1,8,14,0,1,4,1,10,577.0,402.0,1055.0,0.13333333333333333
2242,10,2,3,27,10.0,20,115.0,6,12,2,18,27,0,0,7,5,15,799.5,499.5,1169.0,0.2222222222222222
2243,11,2,3,47,10.0,29,200.0,9,28,5,38,36,1,10,16,7,24,681.0,536.0,1333.5,0.19148936170212766
2244,12,2,3,47,10.0,25,115.0,4,27,5,36,41,0,6,20,7,20,666.0,526.0,1181.0,0.0851063829787234
2245,13,2,3,35,10.0,21,140.0,5,14,6,14,26,1,8,9,12,14,612.0,506.0,1238.0,0.14285714285714285
2246,14,2,3,33,10.0,25,145.0,6,17,7,16,27,0,6,12,8,13,685.0,505.0,1198.0,0.18181818181818182
2247,15,2,3,19,0.0,15,120.0,3,7,1,11,18,0,1,5,2,12,741.0,429.0,1095.0,0.15789473684210525
2248,16,2,3,25,10.0,18,150.0,4,14,2,20,20,2,3,12,5,8,793.0,648.0,1586.0,0.16
2249,17,2,3,31,10.0,20,118.0,2,10,4,23,29,0,2,16,3,12,690.0,531.0,1374.0,0.06451612903225806
2250,18,2,3,35,10.0,24,100.0,1,14,6,25,33,0,2,14,10,11,688.0,560.0,1308.0,0.02857142857142857
2251,19,2,3,22,10.0,19,135.0,4,9,0,18,19,0,3,5,5,12,858.0,490.5,1578.0,0.18181818181818182
2252,20,2,3,28,5.0,13,115.0,0,9,0,27,27,0,1,11,2,15,639.0,535.5,1267.0,0.0
2253,21,2,3,20,10.0,14,92.5,2,4,0,18,17,1,2,8,5,7,703.0,514.5,1172.0,0.1
2254,22,2,3,18,10.0,12,87.5,1,4,0,15,16,1,1,4,10,4,681.5,416.5,1052.5,0.05555555555555555
2255,23,2,3,7,10.0,4,80.0,0,0,0,7,7,0,0,2,1,4,441.0,462.0,823.0,0.0
2256,0,3,4,1,0.0,1,130.0,0,0,0,1,1,0,0,1,0,0,332.0,256.0,588.0,0.0
2258,2,3,4,1,20.0,1,80.0,0,1,0,1,1,0,0,0,1,0,1207.0,584.0,1791.0,0.0
2263,7,3,4,3,10.0,2,100.0,3,3,1,2,3,0,0,1,0,2,597.0,460.0,1156.0,1.0
2264,8,3,4,12,5.0,8,72.5,12,6,0,7,8,0,4,0,2,10,575.5,389.0,1047.0,1.0
2265,9,3,4,23,0.0,14,105.0,23,12,6,13,13,2,8,5,6,12,696.0,384.0,1032.0,1.0
2266,10,3,4,28,10.0,16,157.5,28,18,5,14,26,1,1,6,6,16,803.5,508.0,1380.5,1.0
2267,11,3,4,72,10.0,40,130.0,72,44,6,62,60,3,9,21,13,38,861.0,479.0,1399.5,1.0
2268,12,3,4,46,3.0,31,120.0,46,27,6,30,40,3,3,12,11,23,616.5,446.5,1073.0,1.0
2269,13,3,4,39,10.0,25,100.0,39,21,4,24,32,1,6,10,7,22,551.0,522.0,1173.0,1.0
2270,14,3,4,41,10.0,27,114.0,41,18,12,25,34,0,7,14,12,15,608.0,463.0,1220.0,1.0
2271,15,3,4,27,10.0,22,150.0,27,18,7,17,26,0,1,6,7,14,614.0,658.0,1254.0,1.0
2272,16,3,4,28,0.0,22,132.5,28,10,4,19,23,0,5,9,7,12,719.0,472.5,1242.0,1.0
2273,17,3,4,32,10.0,24,135.0,32,13,12,29,30,1,1,11,8,13,760.0,713.5,1443.0,1.0
2274,18,3,4,40,0.0,27,115.5,40,16,6,35,35,1,4,18,11,11,842.5,508.0,1325.5,1.0
2275,19,3,4,30,5.0,21,90.0,30,13,6,22,27,2,1,9,10,11,721.0,507.0,1344.5,1.0
2276,20,3,4,30,10.0,23,99.5,30,8,6,23,25,1,4,5,10,15,653.0,617.5,1263.0,1.0
2277,21,3,4,19,10.0,13,93.0,19,5,2,15,17,0,2,4,8,7,593.0,471.0,1223.0,1.0
2278,22,3,4,19,10.0,12,80.0,19,4,0,16,19,0,0,6,6,7,693.0,385.0,1052.0,1.0
2279,23,3,4,14,10.0,6,86.0,14,3,0,11,11,0,3,5,7,2,601.0,496.5,1163.5,1.0
2280,0,4,5,5,10.0,4,65.0,5,2,0,5,5,0,0,1,1,3,576.0,565.0,1222.0,1.0
2281,1,4,5,3,10.0,2,100.0,3,3,0,3,3,0,0,0,2,1,1154.0,244.0,1315.0,1.0
2283,3,4,5,1,10.0,1,60.0,1,1,0,1,1,0,0,0,1,0,339.0,517.0,856.0,1.0
2286,6,4,5,1,10.0,1,100.0,1,1,0,1,1,0,0,0,0,1,321.0,376.0,697.0,1.0
2287,7,4,5,7,10.0,6,65.0,7,5,1,5,6,0,1,1,1,5,750.5,496.0,1073.5,1.0
2288,8,4,5,15,10.0,11,170.0,15,8,5,12,13,0,2,2,4,9,711.0,686.0,1431.0,1.0
2289,9,4,5,21,10.0,16,118.0,21,12,2,16,19,1,1,2,6,13,619.0,552.0,1211.0,1.0
2290,10,4,5,31,0.0,24,140.0,31,17,6,24,28,0,3,8,6,17,722.0,500.0,1308.0,1.0
2291,11,4,5,60,10.0,36,122.5,60,35,9,50,53,1,6,14,10,36,663.0,511.5,1205.0,1.0
2292,12,4,5,50,0.0,36,112.5,50,25,7,39,38,2,10,13,15,22,736.0,462.0,1144.0,1.0
2293,13,4,5,45,0.0,32,147.0,45,23,5,40,42,1,2,16,12,17,845.0,499.0,1360.0,1.0
2294,14,4,5,35,10.0,27,150.0,35,19,6,23,31,0,4,11,8,16,769.5,488.0,1317.5,1.0
2295,15,4,5,28,10.0,20,117.5,28,12,4,21,23,4,1,8,8,12,712.0,497.0,1175.0,1.0
2296,16,4,5,39,0.0,29,110.0,39,23,6,29,33,0,6,8,12,19,750.0,427.0,1241.0,1.0
2297,17,4,5,41,10.0,34,152.0,41,20,7,33,37,3,1,9,15,17,927.0,515.0,1426.0,1.0
2298,18,4,5,36,10.0,26,175.0,36,18,12,30,36,0,0,11,10,15,994.5,531.5,1625.5,1.0
2299,19,4,5,29,0.0,23,112.0,29,10,3,23,27,1,1,13,8,8,625.0,430.0,1064.5,1.0
2300,20,4,5,21,10.0,16,110.0,21,6,0,16,16,1,4,6,8,7,708.0,409.0,1224.0,1.0
2301,21,4,5,18,10.0,12,70.0,18,5,2,17,15,1,2,7,3,8,723.0,529.0,1247.0,1.0
2302,22,4,5,8,10.0,7,87.5,8,2,0,6,8,0,0,3,3,2,373.0,397.5,788.5,1.0
2303,23,4,5,6,5.0,4,102.0,6,2,0,3,5,0,1,1,4,1,524.0,408.0,961.0,1.0
2304,0,5,6,1,0.0,1,195.0,1,0,0,1,1,0,0,1,0,0,646.0,385.0,1031.0,1.0
2305,1,5,6,2,10.0,1,97.5,2,2,0,2,1,0,1,0,0,2,1130.0,328.5,1458.5,1.0
2308,4,5,6,1,10.0,1,170.0,1,1,0,1,0,0,1,0,0,1,2393.0,547.0,2940.0,1.0
2310,6,5,6,2,15.0,2,120.0,2,2,1,1,1,0,1,1,0,1,1342.0,960.5,2302.5,1.0
2311,7,5,6,5,10.0,3,100.0,5,2,0,5,3,1,1,1,0,4,662.0,522.0,1284.0,1.0
2312,8,5,6,8,10.0,6,142.5,8,5,2,5,6,0,2,4,1,3,678.5,654.5,1315.5,1.0
2313,9,5,6,16,10.0,13,112.5,16,5,0,14,12,1,3,5,2,9,650.0,485.5,1126.0,1.0
2314,10,5,6,37,10.0,24,117.0,37,20,3,29,31,1,5,8,10,19,687.0,526.0,1324.0,1.0
2315,11,5,6,54,10.0,27,112.5,54,21,8,47,45,2,7,14,11,29,674.0,460.5,1270.0,1.0
2316,12,5,6,46,10.0,32,160.0,46,26,9,34,35,3,8,14,15,17,830.5,505.5,1323.0,1.0
2317,13,5,6,52,10.0,32,129.0,52,26,13,39,44,3,5,16,14,22,833.0,513.5,1396.0,1.0
2318,14,5,6,50,10.0,32,112.5,50,15,12,39,42,7,1,14,13,23,563.0,557.0,1205.0,1.0
2319,15,5,6,43,10.0,28,100.0,43,16,9,28,40,1,2,13,11,19,779.0,444.0,1188.0,1.0
2320,16,5,6,30,10.0,21,192.5,30,16,4,24,24,2,4,8,8,14,782.0,500.0,1285.0,1.0
2321,17,5,6,30,10.0,24,210.0,30,16,9,21,25,2,3,9,8,13,770.0,515.0,1223.0,1.0
2322,18,5,6,40,10.0,30,120.0,40,21,8,31,34,1,5,14,9,17,673.0,472.5,1244.0,1.0
2323,19,5,6,32,0.0,23,139.5,32,18,4,27,31,0,1,12,9,11,931.0,493.0,1377.0,1.0
2324,20,5,6,33,0.0,22,100.0,33,12,3,26,28,2,3,13,5,15,755.0,461.0,1263.0,1.0
2325,21,5,6,16,10.0,10,90.0,16,3,1,8,14,1,1,3,8,5,661.0,338.0,1228.0,1.0
2326,22,5,6,10,10.0,7,80.0,10,0,1,7,10,0,0,4,3,3,560.0,495.0,1095.0,1.0
2327,23,5,6,9,10.0,5,165.0,9,4,0,7,9,0,0,3,5,1,681.0,361.0,1033.0,1.0
2328,0,6,0,4,11.0,3,75.0,4,1,0,2,4,0,0,1,3,0,583.5,423.5,866.5,1.0
2330,2,6,0,1,0.0,1,60.0,1,1,0,1,1,0,0,0,1,0,473.0,358.0,831.0,1.0
2334,6,6,0,2,0.0,1,55.0,2,2,0,2,2,0,0,0,0,2,815.0,165.5,980.5,1.0
2335,7,6,0,5,10.0,3,150.0,5,2,0,5,4,0,1,1,0,4,708.0,662.0,1289.0,1.0
2336,8,6,0,10,5.0,7,112.5,10,5,1,8,7,0,3,2,2,6,558.5,451.0,1084.5,1.0
2337,9,6,0,24,10.0,13,125.0,24,11,2,19,19,2,3,7,5,12,543.5,473.5,1162.0,1.0
2338,10,6,0,41,10.0,24,135.0,41,20,6,31,36,1,4,14,12,15,631.0,441.0,1117.0,1.0
2339,11,6,0,40,10.0,29,157.5,40,19,3,33,34,0,6,13,6,21,777.5,482.0,1293.5,1.0
2340,12,6,0,37,10.0,29,130.0,36,16,4,29,36,0,1,14,9,14,755.0,482.0,1206.5,0.972972972972973
2341,13,6,0,30,10.0,20,97.0,30,17,9,20,22,6,2,9,13,8,674.0,531.5,1338.0,1.0
2342,14,6,0,38,10.0,27,105.0,38,13,7,27,33,3,2,7,11,20,638.5,401.0,1058.0,1.0
2343,15,6,0,36,10.0,29,160.0,36,21,8,25,31,1,4,7,12,17,850.5,437.0,1384.5,1.0
2344,16,6,0,24,10.0,18,111.0,24,11,3,16,21,1,2,11,6,7,950.0,517.5,1355.5,1.0
2345,17,6,0,40,5.0,29,163.5,40,17,8,34,38,1,1,14,7,19,846.0,493.5,1357.5,1.0
2346,18,6,0,39,10.0,30,108.0,39,13,5,29,34,0,5,17,7,15,769.5,537.0,1376.5,1.0
2347,19,6,0,40,10.0,26,133.95499999999998,40,19,3,35,36,0,4,13,11,16,912.0,424.5,1385.0,1.0
2348,20,6,0,24,10.0,15,107.0,24,8,1,20,20,2,2,5,9,10,708.0,469.0,1265.5,1.0
2349,21,6,0,22,5.0,15,82.5,22,6,3,13,20,0,2,3,6,13,784.0,416.0,1199.5,1.0
2350,22,6,0,14,10.0,8,80.0,14,4,0,11,12,2,0,7,3,4,475.0,517.5,1046.5,1.0
2351,23,6,0,20,5.0,7,108.0,20,5,2,16,20,0,0,7,8,5,866.0,411.5,1475.0,1.0
2352,0,7,1,3,0.0,2,88.0,3,0,0,1,3,0,0,1,2,0,867.0,499.0,1438.0,1.0
2353,1,7,1,4,5.0,2,147.0,4,3,0,3,4,0,0,0,4,0,1203.0,603.0,1685.0,1.0
2354,2,7,1,1,0.0,1,80.0,1,1,0,1,1,0,0,0,1,0,614.0,767.0,1381.0,1.0
2355,3,7,1,1,0.0,1,100.0,1,1,0,1,1,0,0,0,1,0,524.0,334.0,858.0,1.0
2356,4,7,1,3,20.0,2,60.0,3,3,0,3,1,1,1,0,2,1,893.0,612.0,1591.0,1.0
2358,6,7,1,2,5.0,2,77.0,2,1,0,2,2,0,0,0,0,2,323.0,374.0,697.0,1.0
2359,7,7,1,4,5.0,4,135.0,4,2,0,3,3,0,1,1,0,3,647.5,550.5,1193.5,1.0
2360,8,7,1,10,10.0,7,122.5,10,5,1,9,9,0,1,0,1,9,527.0,499.0,1200.0,1.0
